Tweet,Label,mood
"terlalu cuek dan capek berantem terus, tiap gue complain karna dia terlalu sibuk dan cuek malah dia yg marah, like what??",Anger,Marah
marah muluu,Anger,Marah
selamat pagi mari memulai hari dengan emosi yuk mampir~,Anger,Marah
masih pagi udah emosi,Anger,Marah
"apasih bawa2 tahun, tolol",Anger,Marah
anjing gue baru nonton all of us dead bawaannya emosi bgst,Anger,Marah
"haduh jangan pjj dong, udah mulai ngerti pelajaran tiba tiba pjj jadi bego lagi ntar",Anger,Marah
"bener bgt sih. banyak bgt yg benci ama gw. salah satunya pas gw kerja di penulis. ada nih 1 tmn gw yg didepan baik, dibelakang malah bilang ke kakak ipar gw kl dia gk suka gw, malah cenderung ke benci. pas gw diputus kontrak, dia tuh seneng bgt njir.",Anger,Marah
"gua steril kucing aja abis 1 juta 3 ratus 80 ribu men bangsat mahal kan tapi karna kucing gua udah tua jadi reaksinya lama bgt masih suka spray urine sembarangan, suka teriak2 minta keluar nah itu yg bikin gua pusing",Anger,Marah
"kalau tak p blaja tak p keje jauh, tak bergaul. rasanya aku pun benci ngan perangai aku thanks everyone sebb jadi contoh terbaik :)",Anger,Marah
"daftar orang tolol dan idiot yang menolak kemajuan peradaban indonesia.. nanti akan dicatat sejarah penolak kemajuan indonesia, fotonya di pajang di tempat sampah",Anger,Marah
"gue suka bingung, orang tuh kenapa sih caper banget mau atensi orang dengan ngehate sc? barangkali lo baca tweet'an gue nih, tolong ya lo baca, kalo lo gak suka sama mika sok ngomong to the point gak usah kek kontol sukanya ngehate pake sc kayak orang tolol, pecundang. :)",Anger,Marah
tolol banget ini mah mana 17 lagi yang udah liat,Anger,Marah
"kalo di sinetron itu yg jahat jahat banget yg baik bego banget --""",Anger,Marah
"twt w mulai nga jelas ni keknya, mulai sedih, marah, kesel, nyinyir, lambe turah. bukan kind human lagi:(.. ok let's go ke pak ayi, aku ngobatin mental ku dulu gais",Anger,Marah
fagg benci bgt gue liatnye.,Anger,Marah
"gua benci sama orang yg hidupnya kaya mp3, banyak lagunya",Anger,Marah
bisaa dong yah! jgn bikin emosi dulu pagi-pagi !!,Anger,Marah
"saya sungguh benci akan seto , dia ialah seksual anjing pokok pelukan sahaja",Anger,Marah
kalo marah balik kek anjg lah,Anger,Marah
"serius gue kangen banget wkwkw sampe nangis kadang kepikiran. tapi sekarang gue lg benci banget sama tuh agensi. sadar ga si kalo lu diem aja nih idol lu yang kena imbasnya. percuma diem  buat redain masalah, pastinya di sepanjang karir jake nih masalah bakal di ungkit",Anger,Marah
"kita tengah bersiap dia call, memang kena marah la duit pun takde, hutang apa pun tak tahu la",Anger,Marah
siap tolol,Anger,Marah
yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,Anger,Marah
benci bat sama kumpulan ibu ibu,Anger,Marah
"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",Anger,Marah
salahnya dimana ketika harus marah pada hal yang salah?? sedang kebaikan kebaikan yg juga ada pada video engkau potong potong.. gak kelas komisaris ndul..,Anger,Marah
"masih pagi jangan marah"" bundaa",Anger,Marah
orang2 itu perlu di ajarin attitude berbelanja deh kyk nya. emosi,Anger,Marah
"opini lo yg nomor 3 bodoh, zaman nabi poligami itu untuk ngebebasin wanita dari budak dsb, kalau kata"" lo disini lo cuma mau cari enak di elu aja sumpah gedeg bgt gua manusia modelan gini",Anger,Marah
kalau tunjuk muka dgn anak dan isteri kemudian buat kenyatan bodoh ni..tu bukan berani bang..tu bapak bangang lagi bodoh degil mcm kaldai yg tk fikir anak2 dan isteri tersayang..ibarat kau bgi gambar kau dgn isteri kau tengah berjubo depan anak2..then berlegar dlm sosmed.,Anger,Marah
"halah hidup kok cuma modal kontol tapi pengen cewek banyak, berlindung dibawah sunah rosul. nih nabi yg denger pernyataan lo kayak gini nangis anjir, sesat bangsat! belajar agama boleh, tapi jangan sampe mabok kayak org ini ya teman.",Anger,Marah
pagi pagi dah marah marah,Anger,Marah
ya ampun pagi pagi udah bikin emosi wkwk,Anger,Marah
another manusia tolol yang cocok dikebiri,Anger,Marah
marah marah terus! keriput!,Anger,Marah
enuf la buat drama acah masalah sosial masyarakat ni. most of the story lebih pda tnjuk negative yg 'lekat' kat kepala je.. acah je pdhal nak rating = masalah sosial increase.. and then nama melayu. tukar la nama lain. bodoh pny director,Anger,Marah
tp lebih tolol fenss nya sih,Anger,Marah
yg bego gue maraton baca seminggu doang di wt eng pas tau dia bakal daily pass,Anger,Marah
sabar sabar jgn emosi,Anger,Marah
jarta ama ael pagi pagi udah bikin emosi anjing,Anger,Marah
"habis itu sakit hati, tolol banget emang",Anger,Marah
astaghfirullah marah marah,Anger,Marah
jalanan masih luas lu ngapain klakson tolol depan belakang lu kaga ada kendaraan,Anger,Marah
"eh tiba tiba si a ini masuk jadi kelompok aku, aku yg emng agak punya dendam *maaf ya allah* kaya dih apasih, udah mah dia bawa kating tanpa ngasih tau ke aku dan temen aku t lagi",Anger,Marah
tolol sampe ke dna nya ni orang..,Anger,Marah
dia pasti marah,Anger,Marah
dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya gak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh si orang pdi p itu nanti nglunjak dan besar kepala nya ..si anjing,Anger,Marah
"semua yg dari arab pasti halal cuy bagi sebagian orang-orang bodoh yg ada di indonesia kdrt aja dibenarkan kencing onta aja diminum teroris dijadikan anggota fatwa mui teroris dijadikan ulama, ustadz n guru agama kok",Anger,Marah
"maaf nih mus, kl mnrt sy yg bodoh ini, bknya yg mau pdh ibu kotanya tok to, emange wong sak jakarta arep melu pindah kbh? kan kantor2 perusahaan2 kabeh isih neng jakarta, cm urusan administrasi negara sing pndh to? kui mgk ngko yo isih ono perwakilan kementrian2 sik neng jakarta",Anger,Marah
gerombolan ngawur bin tolol..,Anger,Marah
buzzerrp bani bipang kafer komunis komen kepanasan.. 2022 masih bodoh bin dungu mudah di bohongin dan di tipu.. manusia rendah moral dan akhlak,Anger,Marah
pengen marah tapi ngga tau ke siapa,Anger,Marah
karena saya kesal di detik2 terakhir masih ada aja yg jd,Anger,Marah
"hallo.. gue makin kesini makin gangerti knp se kepo itu sama masalalu doi gue. kek seneng aja liat masalalu doi gue tu ga bahagia kek tolol banget lu nyia""in doi gue yang emng superduper baik gue bertrimakasih si sama lo karna lo dah buang doi gue.",Anger,Marah
"tapi walaupun ada scene uwu di rs, rating malah turun. karena setiap scene ada si jessi yg muncul, jadi pindah2 chanel tiep dia muncul. lebih baik ku lihat konflik perebutan reyna walaupun harus emosi juga liat tingkah kuyang. tapi ketimbang aku lihat si jesika",Anger,Marah
hahaha tuh kan udah bangkotan bodoh pula,Anger,Marah
aku benci kenapalah korg tepuk masa ni! hoi!!!!!!!,Anger,Marah
makin jeblok suara pdip di jawa barat ..buat orang sunda semangkin benci ..,Anger,Marah
pe yg kau benci sangat siel ngan aku,Anger,Marah
"udah gw duga, soalnya tumben bgt cube ngegas bgt promosinya dll, jadi keinget cb helicopter kmrn . cube, kalo lo sampe ngapa2in anak gw awas ya. gw marah bnrn, marah bgt.",Anger,Marah
"nah kan banyak homophobic nyampah di lapak itu foto mana kebanyakan dari indo lagi. mancing sih pake aplod segala, ujung2nya kan ada yang bawa2 w dan dia kena hate. bangsat emang yang nyuruh fanservice!",Anger,Marah
pagi2 udh dibikin jengkel. heran,Anger,Marah
"eeee bak je baca ni ak gamau emosi sndirian, dia yg minjem kok dia yg ngatur pantek ajan leme cicingan ne",Anger,Marah
"lucu menurut saya itu adalah wilayahnya presiden, dpr, dan mpr. bukan gubernur. kalau begitu artinya gubernur memiliki wewenang utk menyatakan diri merdeka. diksi yang bodoh. artinya pemindahan ibu kota tdk pernah memikirkan nasib jakarta selanjutnya mau dijadikan apa?",Anger,Marah
langsung melek gw bangsat,Anger,Marah
"terus lawan siapa? tambah suwe tambah koyok wkwk lanjutkan lawakannya nawak nawak, gak emosi blass kok malah lucu lak nyawang",Anger,Marah
aq sumpah benci nerd yng main romen buku setiap hari pastu poyo nn hotboys,Anger,Marah
kok lu tolol bgt sih nder,Anger,Marah
"giliran sgala hal yg berbau islam dikebiri,dpojokkan dg alih omikron. srius yg muslim kaga marah??imannya turun atau emnx pura2 muslim?",Anger,Marah
"kurang tolol apalagi cb ni agama? tuhannya gak ngasih hukum cerai malah yg nikah lg dianggap zinah. dan gobloknya masih ada aja yg mau jdi kristen, emg sih setolol-tololnya monyet aja ga nyembah sesama monyet, lah ini manusia dikasih akal kok nyembah sesama manusia.",Anger,Marah
tolol bersama..,Anger,Marah
ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok,Anger,Marah
brengski w benci bgt sm matek,Anger,Marah
bentar bentar masih pagi jangan emosi dulu. mau ganti akun dulu buat maki-maki,Anger,Marah
reply la ws apa yang susah sangat nak suruh fix app je pun kang aku tak masuk kelas pastu kata aku ponteng bodoh betul,Anger,Marah
"sumpah, shara bangsat anjeng bajingan",Anger,Marah
baru bangun kena marah tiba tiba but we should keep kiyowo,Anger,Marah
"poin ke 3 kayak org bodoh ga sih? ngapain udah nikah berzinah sama wanita lain, ya di pikir aja. itu mah emang nafsu lo yang kayak gitu, sok-sok an berlindung di balik kata zinah.",Anger,Marah
ckp macam ni pun tk rasa nk marah ke kecik hati ke hmm,Anger,Marah
"katanya orang bisa jadi bodoh karena cinta, tapi aku ngga peduli semua itu. aku cuma mikir, betapa bodoh	Anger
gue senin kmrn ampir di serempet motor karena bule tolol naik nmax lawan arah. gue posisi liat kanan karena laju kendaraan dr sana kan, eh si bangsat ngebut dr kiri. bener2 1 inch from terrible2 accident..	Anger
aku marah karna dia berantakan bgt dah gamau beresin tpi aku yg disebut gila harus diruqyah anjing pengen punya rumah sendiri biar bisa pergi jauh dari keluarga ini minimal aing lah yg mati duluan	Anger
sama diri sendiri aja gk jujur, kalo sakit yah bilang bodoh, obatin, bukan di sangkal !!	Anger
etmin harus banyak banyak sabarr:') walau sebenernya ak liatnya juga ikutan emosi	Anger
sampe gua pernah bilang ke dia kalo ketemu kucing saya dirumah situ tabokin aja pake sapu, tusuk kepalanya, lemparin aja dari lantai 2 situ"" saking udah kesel marah bgt",Anger,Marah
gw mau marah bgt bacanya yaallah masi pagii ini emosi gw di uji mulu perasaan,Anger,Marah
"masih pagi loh, udah ada yg bikin emosi aja",Anger,Marah
goblok mah goblok sendiri aja buibu.. tetangga di gresik kmaren gini semua. miris. punya komunitas bego nan tolol itu hal tergaenak yg pernah gua alami 3 tahunan disana.,Anger,Marah
gue marah tapi gue sayang sama lo !!,Anger,Marah
aduhh si tolol keceplosan,Anger,Marah
yg gak menyebalkan di dunia ini cuma reinernajskakeksbaku pgn marah anjingg pgn teriak ngentot sekeras kerasnya,Anger,Marah
"terpantau balas dendam goro"" sumpek ndek dosen sing sak penake dewe",Anger,Marah
bodoh..,Anger,Marah
kenapa bangsat,Anger,Marah
tak sah tak bodoh,Anger,Marah
tahu tak benda bodoh apa yang aku dengar dekat radio pagi ni? lagu hael 'kelentang kelentung' diorang nyanyi translate ke english tak memasal era ni dah kena maki,Anger,Marah
hah paling benci emang hal begitu.,Anger,Marah
"sjshhd yaampun iya pantesan, ih bego banget aku",Anger,Marah
padahal kubu kamu juga buat naik daun kan anis rakyat juga gak bodoh tolol,Anger,Marah
"lain kali otak tuh biarin aja stay di kepala jangan dipindah pindah ke kontol juancok, tolol kan jadinya. gih musnah aja, ngehabis2in oksigen aja kalau hidup",Anger,Marah
"baju ilang lagi laundryan, pagi2 dah bikin emosi",Anger,Marah
bodoh tdk apa tapi jangan dungu om said didu belajar mufon dari sakit hati om,Anger,Marah
"¼kata kasar // harsh word ¼ bismillah asu babi bajingan celek jancuk kontol monyet tai anjing ngentot goblog tolol asuu astaghfirullahalazim, maaf",Anger,Marah
"padahal de gea baru dapet penghargaan, udah dibuat sedih lagi sama tim tolol",Anger,Marah
bangsat,Anger,Marah
salah bank katanya tak bagi paperwork pakai letterhead firma dia. eh eh. kau yang bodoh ok. bank pon kata kau tak check sebelum bagi cust sign,Anger,Marah
no 3 sama 4 tolol banget bngst,Anger,Marah
"dia siap kata kalau alter perkataan kena sign tepi tu. hello, aku ke yang kena sign? tanya la front hang apesal aku lak yang diragukan. nasib x kena carut aku dahlah ak marah betul kalau org spoil mood ak pepagi",Anger,Marah
"luffy : selain bodoh, kau juga pengecut! aku tidak menyukaimu..!",Anger,Marah
di bilang kalau sudah hatinya hitam mana ada bisa bedain putih atau hitam. yg pintar bisa mendadak bodoh kalau sudah hatinya penuhin dengan penyakit hati,Anger,Marah
"jangan bodoh, ga boleh kena umpan",Anger,Marah
apalagi bodoh,Anger,Marah
marah nih nunaa,Anger,Marah
"5/6 aakkkk benci kalo pulau2 kecil, ga paham",Anger,Marah
takan ada kesempatan kedua jika tahun ini kalian masih bego semua data hasil kaya saya sia sia buat cerdaskan kalian,Anger,Marah
"baunya busuk banget sumpah, gatau kucing w nih punya dendam apa sama gue pokoknya tiap dia kentut pasti deketin dan sok2 manja. aslinya kentutt",Anger,Marah
centi bgt bangsat,Anger,Marah
lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,Anger,Marah
"inilah contoh orang2 yg belum siap bersosial media ya gini nih udah close minded, racist, bodoh attitude gak ada",Anger,Marah
tiap kali nak marah mesti kena mcm ni. hahah takpela tak jadi nak marah,Anger,Marah
"emosi dri kmrn ga ilang""",Anger,Marah
"kyak gini nih manusia paling tolol! dikit dikit bawa agama, pola pikir goblok berkedok agamis.",Anger,Marah
harinih nak pegi sekolahkan lawyer bodoh yang menyusahkan customer. haritu dah sign paperworks semua alih2 dia kata document silap print and i pula kena all the way pegi sign balik. firma bodoh itu langsung taknak bertanggungjawab even datang half way to meet client,Anger,Marah
bodoh punya orang ! aku doakan makanan yg kau beli jatuh terburai tanpa sempt kau masuk mulut pun. amin,Anger,Marah
emang emosi,Anger,Marah
sumpah bikin emosi aja pagi pagi,Anger,Marah
"satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin, diperingatin toxo, penyakit, terus bulu nempel sebel banget apaan sih",Anger,Marah
aku benci isi kepala ku isi hatiku dan semua,Anger,Marah
iya tuh bapak emak w emang bodoh,Anger,Marah
bodoh kau emang.,Anger,Marah
"saraf pada otak mutanjir kena, ini mah udh ga ketolong tolol nya",Anger,Marah
cebong memang bangsat,Anger,Marah
"nah ini. kalau yg kita benci kejahatan2nya, siapapun wajib dilaporkan. dalam kejahatan itu siapapun bisa terlibat, kan?",Anger,Marah
aku benci tahun ini,Anger,Marah
pagi pagi dah bikin emosi yaa,Anger,Marah
"oematmu tolol sih, gabisa bedain mana bunglon mana asli. kebanyakan halu ngentod ama bidadari transparan ya gini jadinya, otack tydak dipakai ya gesya",Anger,Marah
artinya lg marah,Anger,Marah
terus ujaran naon? ujaran bangsat? ujaran kunyuk?,Anger,Marah
gpp gw emosi aja sama lu.,Anger,Marah
ayo emosi jangan sabar,Anger,Marah
azab jualan ayat lha bego,Anger,Marah
duh adek gw bangsat dikasih duit buat infak malah dijajanin,Anger,Marah
idih maunya enak di elu aja bodoh,Anger,Marah
"benci banget sistem kredit. ok lah mereka mau cari untung lebih, tapi ngotak dikit lahh.. pantes emak w bacot bgt kalo 1% itu banyak beli cash di suruh indent 1 bulan udah gitu di diemin (gak ada basa basi atau nawarin lain). kalo kredit dah tuh heboh sendiri mereka nihh",Anger,Marah
[cuping marah],Anger,Marah
"jangan marah marah, namanya juga sepak bola, wasit juga manusia, bisa bikin salah tapi dada dari mana ya lord",Anger,Marah
"no 3 kaga bener banget menurut gua mah. woii mencegah perzinahan ya lu tahan napsu bego jangan minta poligami. sekate kate banget minta poligami cuma buat muasin nafsu sendiri, jerk. dan no 4 menurut gua penyampaiannya salah distu seolah olah istri ni cuma alat pemenuh kepuasan",Anger,Marah
lah adek gue udah lulus kuliah juga masih gue panggil adek. ade ade aje lu yee pagi pagi bikin emosi ni maap,Anger,Marah
poin ke 3 tolol banget anjir astagfirullah,Anger,Marah
tata lo juga bego yaa,Anger,Marah
"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",Anger,Marah
btw perayangan ini lama lama bikin jengkel ya hmm,Anger,Marah
ih tolol ya ketakutan tantrum bocahnya dikampus sampe malem,Anger,Marah
gausah nambah emosi tad,Anger,Marah
jgn percaya org yg berpihak pd rezim bong.. cerdas dikit ga usah banyak2.. kebanyakan ttp aja tolol..,Anger,Marah
anjing!! akun tolol,Anger,Marah
"halah taik. pagi2 dibuat emosi gw, support system support system tatai anjingan",Anger,Marah
balas dendam dg cari ini mmg paling elegant,Anger,Marah
aneh lu bangsat,Anger,Marah
"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:((",Anger,Marah
"aku benci banget sama kamu,hatimu itu bagaikan busway yg sering mengeluar masukan orang lain",Anger,Marah
mau marah ayank update gua udah tidur,Anger,Marah
"dit, gue bodoh. ranking 35/36 jadi menurut lo, apa gue paham arti md itu sendiri selain mercedes benz?",Anger,Marah
"bangsat orang yg suka minjem duit pas ditagih"" malah lari gausa dikasi ampun",Anger,Marah
"ahaha benar, pagi pagi sarapan saja. jangan marah marah, nanti lekas tua.",Anger,Marah
